"Category";"Time (MM:SS.SSS)";"Scrambler";"Date";"Penalty +2 (yes or no)";"DNF (yes or no)";"Section"
3x3x3;00:15.126;R2 F2 U2 F' R2 F' R2 D2 F' L' B2 R' D F2 D' L2 D2 L';2020-10-13 10:03;no;no;1602597121514;
3x3x3;00:15.304;R2 D L2 F2 D2 R2 U' F2 U R' F' D2 L' F R2 D B R' F' R2;2020-10-13 10:02;no;no;1602597121514;
3x3x3;00:15.088;B2 D2 R U2 F2 U2 L2 D2 L2 F2 U' L B2 F D' R D' L2 F' U;2020-10-13 10:02;no;no;1602597121514;
3x3x3;00:18.659;D2 B2 U' R2 D' B2 D' L2 B2 U R2 F L' F' D2 F' R2 U' R' B;2020-10-13 10:01;no;no;1602597121514;
3x3x3;00:16.069;F B2 D2 B2 U R2 U2 F' U2 R L2 U2 F2 L2 B' R2 B D2;2020-10-13 10:00;no;no;1602597121514;
3x3x3;00:15.528;L2 U' R' D R2 F L' U B' D' B2 D2 B2 U2 R B2 R' B2 L;2020-10-13 09:59;no;no;1602597121514;
3x3x3;00:14.985;U2 L2 R2 F2 U R2 B2 U L B U L' U' L' D2 U' B' U2 L;2020-10-13 09:57;no;no;1602597121514;
3x3x3;00:19.596;B U2 F' L2 R2 B' D2 R2 F' L2 F L' D2 B D2 U L' R D' L';2020-10-13 09:56;no;no;1602597121514;
3x3x3;00:14.417;R L2 D B' L2 B L U B2 L' B R2 B2 L2 D2 B' R2 B';2020-10-13 09:56;no;no;1602597121514;
3x3x3;00:15.689;U2 D2 F2 R D2 R' B' D' L U2 R L2 F2 U D F2 D' R2;2020-10-13 09:54;no;no;1602597121514;
3x3x3;00:17.996;F2 D2 R U2 R' F2 R2 U2 L B2 R U' R2 F' L2 F2 L U2 F U';2020-10-13 09:54;no;no;1602597121514;
3x3x3;00:16.367;R2 F' D2 R2 D2 B2 L2 U2 R2 B' D L D F R' B' R' B2 F' U';2020-10-13 09:53;no;no;1602597121514;
3x3x3;00:16.141;R2 B2 F2 D L2 U2 R2 D' B' D B2 U2 B R F' D R2 B' L2;2020-10-13 09:53;no;no;1602597121514;
3x3x3;00:16.229;U2 F' D2 B2 U2 F' L2 D F2 L' F U2 B2 D U2 L' R' D';2020-10-13 09:52;no;no;1602597121514;
3x3x3;00:15.979;L2 F2 L' B2 R B2 R2 F2 D2 L' B L' U2 B' U' B' F2 D' F D2;2020-10-13 09:52;no;no;1602597121514;
3x3x3;00:11.422;R2 D' L2 F2 U2 L2 F2 D' F2 U' F' R' D U' F2 L' U2 R' D';2020-10-13 09:51;no;no;1602596653941;
3x3x3;00:16.169;U L' U B' R2 U' D F' R F' B' R2 L2 D' F2 U' F2 B2 R2;2020-10-13 09:51;no;no;1602596653941;
3x3x3;00:19.920;F2 L2 U2 B2 D' L2 R2 U2 R' U' B' R' F2 R U' F' R' D2 L' U2;2020-10-13 09:49;no;no;1602596653941;
3x3x3;00:14.731;B2 D L2 U2 L2 U2 B2 U B' R2 F' D B2 F2 L' D2 L' R U';2020-10-13 09:48;no;no;1602596653941;
3x3x3;00:21.041;B L U F B2 U D' F' L F B U D' F2 U' L2 D2 B2 R2;2020-10-13 09:48;no;no;1602596653941;
3x3x3;00:19.050;L' D2 L F2 R D2 L U' F' L' F2 L' D2 L B2 U2 R2 D2 L';2020-10-13 09:45;no;no;1602596653941;
3x3x3;00:14.310;U2 F' R2 D' L' D B2 L' U R2 D R2 F2 U F2 U' F2 L2 U';2020-10-13 09:45;no;no;1602596653941;
3x3x3;00:16.588;L U2 B2 R2 F' R2 F' U' B2 U' R' D2 F2 L F2 R2 B2 D2 B2;2020-10-13 09:45;no;no;1602596653941;
3x3x3;00:17.454;U2 F2 L' B U2 D L F D L2 D2 B2 L' B2 L' D2 B2 L;2020-10-12 11:21;no;no;1602515180877;
3x3x3;00:17.549;U' R' L' U L' F2 L2 B L' B' L2 D' F2 U' R2 U' D' F2 L2;2020-10-12 11:18;no;no;1602515180877;
3x3x3;00:23.161;L2 U2 F2 R2 F L2 R2 F2 L' U' B D2 L2 D B' U F2 D' F2;2020-10-12 11:18;no;no;1602515180877;
3x3x3;00:17.283;U2 F2 B2 U F' U F' U2 F L2 B' L' D2 L' D2 L' D2;2020-10-12 11:17;no;no;1602515180877;
3x3x3;00:15.761;F L2 B R2 D2 B' R2 F2 D2 R U2 R' U' R D' L' R B' D2 U';2020-10-12 11:17;no;no;1602515180877;
3x3x3;00:15.370;F2 R2 F2 L2 R2 U2 F D2 B L2 U L' R2 F L2 F D' U' F;2020-10-12 11:16;no;no;1602515180877;
3x3x3;00:14.081;U' B2 D2 B' U2 F R' D' L' F D' R2 L2 B2 U' D B2 U' B2;2020-10-12 11:16;no;no;1602515180877;
3x3x3;00:18.183;L2 U2 R2 D L2 B2 D' R2 D2 B2 L F U2 F U R D' B2 R2 D2;2020-10-12 11:15;no;no;1602515180877;
3x3x3;00:17.478;L2 B2 D F2 L2 D2 L2 D L R' D' B' D U' B2 F2 R' D2 U;2020-10-12 11:14;no;no;1602515180877;
3x3x3;00:15.846;U L B2 U2 F L' U' D R' U R2 F2 U R2 F2 U D2 L2 F2 D;2020-10-12 11:14;no;no;1602515180877;
3x3x3;00:23.209;U2 R2 B D2 B2 U2 B L2 U2 F' R' D F U' B' L U L2 R';2020-10-12 11:13;no;no;1602515180877;
3x3x3;00:18.254;D' L B' D' R D L' F B2 U D F2 R2 L' U2 B2 U2 F2 U2;2020-10-12 11:13;no;no;1602515180877;
3x3x3;00:21.167;U2 D2 B2 D' F' L U F2 U F L F B D2 F' B L2 F2;2020-10-12 11:12;no;no;1602515180877;
3x3x3;00:22.972;F2 R' U2 R' B2 F2 D2 L' R B' L2 D F L2 D' F2 U' B2 F L';2020-10-12 11:12;no;no;1602515180877;
3x3x3;00:22.510;B2 R2 D U F2 R2 U R2 D B U2 R D2 L2 R' U' B' F' D2;2020-10-12 11:11;no;no;1602515180877;
3x3x3;00:20.519;R' U' F' L U2 F' R2 B U' D' F D2 F R2 B2 R2 B D2 R2 D2;2020-10-12 11:10;no;no;1602515180877;
3x3x3;00:15.366;U' B D2 B2 U' L F U' D2 B' U2 R2 L B2 U2 L2 B2 U2 R F2;2020-10-12 11:10;no;no;1602515180877;
3x3x3;00:19.665;U R2 U R2 F2 U' F2 U L2 B' R2 B U2 L B2 U' B R2 F';2020-10-12 11:09;no;no;1602515180877;
3x3x3;00:19.846;U' D' R2 F R B U L' F' L D2 F2 L2 D2 L' D2 B2 L2 F2 R;2020-10-12 11:09;no;no;1602515180877;
3x3x3;00:20.138;D F R B' L' B L U' B2 R B2 U2 B2 U2 L2 B2 U' F2 U';2020-10-12 11:08;no;no;1602515180877;
3x3x3;00:17.348;R L B' L U2 L2 F R2 U F2 D2 B' D2 L2 F' U2 F U2;2020-10-12 11:07;no;no;1602515180877;
3x3x3;00:18.899;L2 U B' R' B L F' R2 L2 U L' F' D2 L2 F2 U2 F' R2 F;2020-10-12 11:07;no;no;1602515180877;
3x3x3;00:18.883;D L2 R2 U' L2 D B2 D' B2 F' D2 R' F L' D B' L R' F U';2020-10-12 11:06;no;no;1602515180877;
3x3x3;00:16.252;L R2 D2 U2 R' D2 R' F' R2 D' B' U F L2 R F' D' F2;2020-10-12 11:05;no;no;1602510209072;
3x3x3;00:18.094;R' B' D R2 B2 U L' D2 R2 D L U2 L2 B U2 F B D2;2020-10-12 10:19;no;no;1602510209072;
3x3x3;00:20.584;U' B2 D' L2 U2 R2 B2 D F R U2 F2 U F2 R' D' F L' F2;2020-10-12 10:19;no;no;1602510209072;
3x3x3;00:21.993;D2 F2 D2 U2 L2 F2 U2 F2 R' U2 R' B R D' U' L D' B2 L B R;2020-10-12 10:18;no;no;1602510209072;
3x3x3;00:21.326;F D2 R2 B' R2 U2 F' D2 R' B2 L D' R2 F D' L F L2 U;2020-10-12 10:17;no;no;1602510209072;
3x3x3;00:17.576;L2 U F2 D' U' R2 B2 F R U' B' D' L D' B' U' L R' U2;2020-10-12 10:17;no;no;1602510209072;
3x3x3;00:19.096;L2 R2 D U F2 U' B2 D B U L' R D' F2 R' D' F' D L2;2020-10-12 10:17;no;no;1602510209072;
3x3x3;00:15.404;D F L D B R B' R2 D2 F B' U' L2 U L2 U' R2 L2 D';2020-10-12 10:16;no;no;1602510209072;
3x3x3;00:17.668;D' L B R2 B' L2 B' R' D L2 U2 B2 R2 F' U2 F L2 D2 B2;2020-10-12 10:15;no;no;1602510209072;
3x3x3;00:18.671;D' B2 D F2 D' L2 F2 U B2 R D' F D2 U2 R D' F' U' L' F;2020-10-12 10:15;no;no;1602510209072;
3x3x3;00:14.608;D' R2 F2 U' R2 U2 R2 U B2 L B2 U2 L' U R' U2 B' D' L2 R2;2020-10-12 10:14;no;no;1602510209072;
3x3x3;00:22.315;F2 U2 L2 U R B' R' L' D' F' U2 R2 F U2 F' R2 B' R2 B' D2;2020-10-12 10:14;no;no;1602510209072;
3x3x3;00:27.058;B' D2 L2 F' R2 F R2 U2 L2 U R F' R' D U F' R' U2;2020-10-12 10:13;no;no;1602510209072;
3x3x3;00:18.706;B U L2 D L D R' U' F L2 F2 L2 F2 D2 R F2 R' F2 B2 R;2020-10-12 10:11;no;no;1602510209072;
3x3x3;00:16.911;D2 R2 U L2 D B2 F2 L2 U' B2 L F D' L2 R' D' L' B F' L;2020-10-12 10:11;no;no;1602510209072;
3x3x3;00:13.045;L2 F L2 D2 F' D2 F' U2 F2 D' U2 B2 L' B' U L2 B' F R;2020-10-12 10:08;no;no;1602510209072;
3x3x3;00:16.765;D' B2 F2 L2 U2 B2 D2 U B2 F D' R D' F2 R B' R2 D' R B2;2020-10-12 09:58;no;no;1602510209072;
3x3x3;00:19.646;B2 L2 B2 D' L2 R2 D F2 D2 L' B F U' F2 L' R B' D L;2020-10-12 09:56;no;no;1602510209072;
3x3x3;00:21.185;D' R2 D B2 U2 L2 B2 L2 D' F' L' B' L D2 L U2 B' L' D' R2;2020-10-12 09:55;no;no;1602510209072;
3x3x3;00:22.697;B2 R' U2 F2 R2 U2 R F2 R2 F2 U' R' D2 B' F2 R' B U' R2 U';2020-10-12 09:54;no;no;1602510209072;
3x3x3;00:16.127;U' F L' U R2 B2 R2 D' B D' R' U2 B2 R F2 U2 L B2 U2 L';2020-10-12 09:52;no;no;1602510209072;
3x3x3;00:17.360;R2 D L2 R2 D' R2 F R' F' L B' R2 B U' B2 D L2 U';2020-10-12 09:49;no;no;1602510209072;
3x3x3;00:18.376;U2 R' L' U2 F D' L' B' R' D L D2 R2 U2 D2 R' F2 U2 R;2020-10-12 09:48;no;no;1602510209072;
3x3x3;00:24.276;F B2 L' B U R U L' D2 L' B' U2 D' F2 D2 B2 L2 F2 U L2;2020-10-12 09:45;no;no;1602510209072;
3x3x3;00:24.501;R2 U2 B2 U' F2 U2 L2 U' B2 F2 L' U B2 D' F' R B L' D' L';2020-10-09 23:19;no;no;1602299343025;
3x3x3;00:17.761;D2 U2 R2 U2 B D2 U2 B D2 R' D' U F' L D2 B' F2 L2 U F';2020-10-09 23:17;no;no;1602299343025;
3x3x3;00:19.017;U2 F' U2 F2 U2 F U2 R2 D2 B2 U F U B2 L D B' F U';2020-10-09 23:16;no;no;1602299343025;
3x3x3;00:14.253;L' D B' R' F' B D' L' D2 L2 F' R2 D2 L B2 L' U2 L' U2;2020-10-09 23:14;no;no;1602299343025;
3x3x3;00:16.592;L B2 U L F2 B U B2 R' L' U' F2 D F2 U' F2 R2 B2;2020-10-09 23:11;no;no;1602299343025;
3x3x3;00:18.338;R2 B2 R2 U' F2 L2 U F2 U2 L U F2 L' D U' B' D' L' R2;2020-10-09 23:10;no;no;1602299343025;
3x3x3;00:18.936;R F' U2 R2 U' L B2 D B U' L F' R2 B' R2 B2 L2 F R2;2020-10-09 23:09;no;no;1602299343025;
3x3x3;00:16.963;D U2 L2 U F2 R2 B2 U2 B F' U2 R D L2 F D U2 L2 F2 U2;2020-10-09 14:46;no;no;1602266513589;
3x3x3;00:23.176;L2 B D' R' F' L' U L' F' L U2 B2 D2 L2 F2 U' L2 U' L2 U';2020-10-09 14:42;no;no;1602266513589;
3x3x3;00:15.313;D2 F2 U2 B2 R2 U2 F2 R2 B' D' F' L2 U' L2 R D' L' U L' U';2020-10-09 14:40;no;no;1602266513589;
3x3x3;00:15.891;F2 L2 U B U B2 R F2 U' F U2 B2 U2 D2 R U2 R2 B2 D2 R2;2020-10-09 14:38;no;no;1602266513589;
3x3x3;00:18.020;F' L2 B2 L F' B2 U' B' L' D F2 D2 B L2 F2 R2 F' U2 R2;2020-10-09 14:35;no;no;1602266513589;
3x3x3;00:15.712;B D2 B U2 B' F L2 U2 L D2 B2 F D2 F2 L R2 U' F' L';2020-10-09 14:32;no;no;1602266513589;
3x3x3;00:15.009;D B D F' L' U' R' L D2 B' R' F' U2 D2 B U2 L2 B2 R2;2020-10-09 14:29;no;no;1602266513589;
3x3x3;00:14.215;F2 D L2 D2 U' L2 D B2 F D' L2 D B' L F2 R U' F' D R';2020-10-09 14:25;no;no;1602266513589;
3x3x3;00:14.890;U2 B2 D2 U B2 U' B' F L D2 L2 R' U L2 R F' L2;2020-10-09 14:22;no;no;1602266513589;
3x3x3;00:19.255;B2 L2 B' D2 R F' L U' R B' U F D2 B' U2 F' L2 D2 B2;2020-10-09 14:21;no;no;1602266513589;
3x3x3;00:19.089;F2 L R2 U2 L F2 D2 R' B2 D' B2 U F' R D U L' F' R;2020-10-09 14:15;no;no;1602266513589;
3x3x3;00:11.435;B2 R2 D2 L2 U2 B F2 R2 F D2 R U2 B D' U2 B R2 U2;2020-10-09 14:14;no;no;1602266513589;
3x3x3;00:17.027;R U2 R2 D' F' U D2 L U B U2 L B2 U2 D2 R2 L' U2 D2;2020-10-09 14:10;no;no;1602266513589;
3x3x3;00:16.088;R' L2 F U2 B' D2 B' D F2 R B L2 U' F2 R2 B2 D2 L2 B2 U;2020-10-09 14:08;no;no;1602266513589;
3x3x3;00:17.334;L' D2 B' L' U B2 L' D2 B D' B L B2 R U2 R' L2 B2 D2;2020-10-09 12:53;no;no;1602251810312;
3x3x3;00:14.809;F' U' D' B' R L' U R' D' R L U' D2 L2 U R2 F2 R2 U' B2;2020-10-09 12:52;no;no;1602251810312;
3x3x3;00:14.886;L2 F' D' L' U' R F' B' L' U F2 R' U2 F2 R2 U2 F2 R' L F2 R';2020-10-09 12:52;no;no;1602251810312;
3x3x3;00:15.941;L' D2 F2 L U2 B2 D2 F2 U' B F' L' U L' R' D U' L2 U';2020-10-09 12:51;no;no;1602251810312;
3x3x3;00:16.678;B2 U2 L2 D' F2 L2 D' L U D' L2 B R2 D2 R2 F2 R2 F' L2 D2;2020-10-09 12:51;no;no;1602251810312;
3x3x3;00:16.942;D R2 U2 L2 B2 U L2 D' R' U F' L' U' L2 F' L' B' L2 B2;2020-10-09 12:50;no;no;1602251810312;
3x3x3;00:17.746;U2 B2 F2 U2 L2 F2 L D L2 D2 L' R2 U R2 D L' F D2;2020-10-09 12:50;no;no;1602251810312;
3x3x3;00:16.964;F2 D' L2 R2 D B2 D R2 F2 D L D2 R2 U2 F R D L2 B2 L';2020-10-09 12:47;no;no;1602251810312;
3x3x3;00:15.366;B2 R2 F' U2 F2 L2 D2 B D2 U' B' R B2 L U B2 D2 L D2 B;2020-10-09 12:04;no;no;1602251810312;
3x3x3;00:18.697;U2 B' L2 B U2 F2 L2 F' D R F2 L' R2 F2 D' R' F' D' B;2020-10-09 12:04;no;no;1602251810312;
3x3x3;00:17.036;F2 B L D F D2 R' F B L U D' R2 D' F2 D' R2 F2 R2 B2;2020-10-09 12:04;no;no;1602251810312;
3x3x3;00:19.439;B' R2 F L2 B2 R2 B U2 B D2 R D2 F U' L F' D F2 U B;2020-10-09 12:02;no;no;1602251810312;
3x3x3;00:17.127;D' R2 F2 B' D2 R' D F' B' R D2 F2 L2 D2 R2 L F2 R';2020-10-09 12:02;no;no;1602251810312;
3x3x3;00:16.392;L2 D2 B' F2 L2 D2 B D2 F L2 D B' R D F2 D R B2 U2 F;2020-10-09 12:01;no;no;1602251810312;
3x3x3;00:18.420;D2 B D R2 B' U2 L2 U F2 D2 L' B' L2 D2 L2 F;2020-10-09 12:01;no;no;1602251810312;
3x3x3;00:16.551;F2 U' F2 D' F2 L B R U B D F2 U2 D2 F2 L F2 R' U2;2020-10-09 12:00;no;no;1602251810312;
3x3x3;00:18.167;U2 B2 D F2 L2 D F2 D' U B D' F U2 L U' R' B' D2 U2 B2;2020-10-09 12:00;no;no;1602251810312;
3x3x3;00:22.932;R2 F2 L2 D2 R D2 L B2 D2 F L D' L2 U R D' F2 L B U;2020-10-09 11:59;no;no;1602251810312;
3x3x3;00:24.797;F2 D F2 D' R2 F2 D B2 U R' D' B' F' D' R' B F2 R2 D2 R;2020-10-09 11:58;no;no;1602251810312;
3x3x3;00:13.915;F2 L2 B D2 B' R2 U2 B2 D2 L B2 U' L2 F2 U L F D F';2020-10-09 11:58;no;no;1602251810312;
3x3x3;00:15.160;L2 D2 F2 D F2 D' B2 U' B2 L' D2 L B' D2 B U2 L F2;2020-10-09 11:57;no;no;1602251810312;
3x3x3;00:19.188;D2 U B2 R2 U' R2 U B2 L2 D2 R2 B' R U' L F L2 B2 U' R;2020-10-09 11:56;no;no;1602251810312;
3x3x3;00:25.264;L' U2 R F' R L' U' F2 D2 L D R2 F2 L2 D2 F' B' D2;2020-10-09 11:56;no;no;1602251810312;
3x3x3;00:18.887;R2 B2 U2 L2 R2 U2 R2 F D B R2 B' R' D' L' B' D2 L' R2;2020-10-09 11:55;no;no;1602251810312;
3x3x3;00:20.805;L2 R D2 B2 L' F2 L2 U2 B2 D' F2 R' B R' F' L2 D2 L B' D';2020-10-09 11:55;no;no;1602251810312;
3x3x3;00:18.218;U2 L' F2 D2 L' B2 L2 F2 U2 F2 R F U2 R U L' D' L' F';2020-10-09 11:54;no;no;1602251810312;
3x3x3;00:14.484;D' L U2 F2 L' F B R B L' U R' U2 B2 D2 L' U2 L' B2 D2;2020-10-09 11:52;no;no;1602251810312;
3x3x3;00:15.461;B2 D2 U' B2 U' B2 L2 U2 L U' L' D' B U' F' R' F D2 L2 U;2020-10-09 11:52;no;no;1602251810312;
3x3x3;00:15.584;U2 B2 L' U2 L2 D2 U2 F2 D2 L' F2 U' B U' F' D' L' B' D2;2020-10-09 11:52;no;no;1602251810312;
3x3x3;00:13.427;L F2 L' R' D2 F2 D2 R2 U2 F' L' D2 B D' U2 B L' B F' L';2020-10-09 11:51;no;no;1602251810312;
3x3x3;00:16.689;B' R2 U2 B' F U2 F2 R B' F2 L2 R D L' D2 U' B D';2020-10-09 11:51;no;no;1602251810312;
3x3x3;00:18.075;U2 B' R2 L2 U B D2 F R' U L F' R2 F U2 B' L2 B D2 L2;2020-10-09 11:50;no;no;1602251810312;
3x3x3;00:20.849;F2 B2 U2 R' F U B' R' B R F2 R B2 D2 R2 F2 R' F2 R';2020-10-09 11:50;no;no;1602251810312;
3x3x3;00:17.483;B' U R L2 F2 B' R' F D' B2 D' F2 U2 B2 D' R2 U2 F2 R2;2020-10-09 11:49;no;no;1602251810312;
3x3x3;00:15.676;F B2 L2 U2 L' F' D' L2 F' B U' B2 L U2 F2 R' L' D2 F2;2020-10-09 11:49;no;no;1602251810312;
3x3x3;00:21.576;L2 F2 L2 D2 B2 D L' B F' R' D R2 D U2 L D B2 F;2020-10-09 11:48;no;no;1602251810312;
3x3x3;00:21.962;U2 F' L2 F R2 B U2 F2 R2 D2 R' B' F2 D' B2 R2 B' D L U';2020-10-09 11:47;no;no;1602251810312;
3x3x3;00:20.595;B2 D2 R2 D2 F2 U2 F D2 R2 B2 R B2 D' L2 B D2 U' R2 U' B';2020-10-09 11:47;no;no;1602251810312;
3x3x3;00:15.345;D2 B2 D2 B2 R2 F2 L U2 B2 R2 F' R D' R2 B' L R' D L U;2020-10-09 11:45;no;no;1602251810312;
3x3x3;00:18.161;B2 U2 R F2 D2 R2 F2 R U2 L' D2 U' B' F L' D B2 F D' L' F';2020-10-09 11:45;no;no;1602251810312;
3x3x3;00:17.006;B L2 R2 U2 R2 F R2 B L2 F' D' R2 F' L' D L U' F R2;2020-10-09 11:44;no;no;1602251810312;
3x3x3;00:17.585;D2 R2 D2 F2 L' R' U2 R D2 R' D B' R2 D2 U R' B' U L2;2020-10-09 11:44;no;no;1602251810312;
3x3x3;00:17.799;U2 B D2 L2 U2 B2 L2 U2 B2 R' B2 U' R2 D2 B' F' U L' U2;2020-10-09 11:43;no;no;1602251810312;
3x3x3;00:17.489;B D' F D' R D B U2 B' U F2 R' F2 R D2 R L2 B2 L' F2;2020-10-09 11:42;no;no;1602251810312;
3x3x3;00:19.875;U2 R2 D2 U2 B' F' D2 R2 F2 D' L2 U' F L R U2 B D U' R2;2020-10-09 11:41;no;no;1602251810312;
3x3x3;00:14.838;F2 U' R2 B2 R2 D F2 U2 B2 L D' F' U R B U' L2 B2 U' R;2020-10-09 11:41;no;no;1602251810312;
3x3x3;00:15.044;R2 F2 B2 R D2 B U' B2 L B' R B2 L2 B2 U' F2 U' D2 B2;2020-10-09 11:40;no;no;1602251810312;
3x3x3;00:16.360;U' B D2 L' U2 L U' F' U' R B' L2 B2 U2 R' B2 R U2 R2 D2;2020-10-09 11:40;no;no;1602251810312;
3x3x3;00:14.308;L' R2 B2 R' B2 D2 B2 L2 F' L2 D' F2 L F2 D2 L' U' L D';2020-10-09 11:39;no;no;1602251810312;
3x3x3;00:17.012;B2 D2 B2 L R B2 L' B2 F2 U R2 F' L2 B2 L B R2 U' B2 R';2020-10-09 11:39;no;no;1602251810312;
3x3x3;00:15.919;B2 D2 B' F2 D2 R2 F' U2 R2 U2 R' B' U F' R U2 F U' L' D B2;2020-10-09 11:38;no;no;1602251810312;
3x3x3;00:17.507;L D2 B2 L U2 F2 R D2 L U' L' R' B F U' B2 L' B' D2 F2;2020-10-09 11:36;no;no;1602251810312;
3x3x3;00:19.918;F L' D' R F U' L' F2 B' D L D B2 D L2 D F2;2020-10-09 11:30;no;no;1602251810312;
3x3x3;00:15.373;D2 B' R2 B L2 R2 B2 D2 B' R2 B' L F U' R F2 R2 B' U2 F;2020-10-09 11:29;no;no;1602251810312;
3x3x3;00:15.759;F2 U2 R2 F2 U' F2 D2 L2 R U' B U2 L U' R2 B' L D B;2020-10-09 11:28;no;no;1602251810312;
3x3x3;00:16.588;R2 B U' F R2 L F2 U2 R D2 B U F2 D' R2 F2 U F2 R2;2020-10-09 11:28;no;no;1602251810312;
3x3x3;00:18.657;L D F U L B R' U2 D' R2 B' U2 L' U2 L F2 L' U2 D2;2020-10-09 11:27;no;no;1602251810312;
3x3x3;00:16.415;U2 F2 D2 L2 B2 F2 R' U2 L' U' B D F2 R F U2 L' D2 B';2020-10-09 11:27;no;no;1602251810312;
3x3x3;00:22.366;U2 F2 L2 D2 B U2 F' D B' R2 U2 L' R' U' R' D' L U2;2020-10-09 11:26;no;no;1602251810312;
3x3x3;00:18.993;F' L' U2 L' F' L U F2 D' F B' L' D2 R L2 U2 B2 L' F2;2020-10-09 11:25;no;no;1602251810312;
3x3x3;00:17.807;U2 B2 L2 D2 R' D2 R B2 D2 F' R2 U' F' D L D' L2 F L R;2020-10-09 11:25;no;no;1602251810312;
3x3x3;00:18.563;R2 D' R B2 U2 F2 U L' D' B' U F2 U2 F2 D2 R2 U2 R2 L';2020-10-09 11:24;no;no;1602251810312;
3x3x3;00:15.884;R2 F' D2 B' L2 R2 D2 B L2 D2 U2 R B2 D U L' F2 U2 R2 B;2020-10-09 11:24;no;no;1602251810312;
3x3x3;00:15.784;L2 D2 R2 F2 D' R2 F2 L R' F' L U2 L2 D L B U L' F2;2020-10-09 11:23;no;no;1602251810312;
3x3x3;00:20.256;B2 R' D2 F D L U' F' D' B2 L2 D2 F2 R' U2 B2 U2 L' F2 R';2020-10-09 11:23;no;no;1602251810312;
3x3x3;00:15.970;F2 L2 R B2 U2 B2 R' B2 L B D2 R' F L' D2 L U L';2020-10-09 11:22;no;no;1602251810312;
3x3x3;00:17.005;R D2 L D2 B2 D2 R' U2 L' D2 F2 D R2 B' F' L2 R' D F' R;2020-10-09 11:22;no;no;1602251810312;
3x3x3;00:17.373;B2 D U F2 D2 B2 R' D F' D2 B D U' L B R2 F2;2020-10-09 11:21;no;no;1602251810312;
3x3x3;00:22.645;L2 U' L2 D2 F2 U2 B D' B2 L2 U' R2 D' B L R2 F2 R2;2020-10-09 11:20;no;no;1602251810312;
3x3x3;00:23.205;L2 U F2 U' F2 U B2 F2 R2 D U L B U' F' U' R F L2 U' F;2020-10-09 11:20;no;no;1602251810312;
3x3x3;00:18.627;L2 D U F2 D' R2 B2 L2 D' B' D2 U' L' B2 F L' D2 L' U';2020-10-09 11:19;no;no;1602251810312;
3x3x3;00:16.893;L2 B2 D2 R' B2 D2 B2 R' U L U F' R2 D F L' B' F2 U';2020-10-09 11:19;no;no;1602251810312;
3x3x3;00:14.013;D2 F' D2 F2 U2 L2 F' L' D2 U R' U' F' L2 B2 R' B R;2020-10-09 11:18;no;no;1602251810312;
3x3x3;00:18.165;B2 R' F2 L' R B2 L' U2 F' L2 U R' B2 U2 L U2 R' U' R';2020-10-09 11:17;no;no;1602251810312;
3x3x3;00:16.683;L2 U2 B L U2 R' D2 B' L U' R2 F U2 L2 B R2 F U2 F2 L2;2020-10-09 11:17;no;no;1602251810312;
3x3x3;00:20.113;U R L F' L2 U R' D' F2 R B2 U2 B' U2 R2 D2 R2 F U2 D2;2020-10-09 11:16;no;no;1602251810312;
3x3x3;00:18.553;D' B2 F2 U' L2 R2 D' B2 L2 D' B' R' F' L' B' L2 D U2 L' B';2020-10-09 11:16;no;no;1602251810312;
3x3x3;00:18.966;F2 U2 B2 D2 L2 U2 L R2 B2 L' B' D' U B F D L F' D' F;2020-10-09 11:15;no;no;1602251810312;
3x3x3;00:16.498;F2 B' R' F D L' D' R F2 B' D2 R2 U' L2 F2 U' R2 D;2020-10-09 11:14;no;no;1602251810312;
3x3x3;00:18.806;F R2 D2 B2 L2 B' R2 B' L' D B R2 B' D R' B F' R' U';2020-10-09 11:14;no;no;1602251810312;
3x3x3;00:18.554;L2 D2 R2 U L2 D L2 U L' D B U' L D' L2 R2 F R' B' R;2020-10-09 11:13;no;no;1602251810312;
3x3x3;00:18.802;D2 U R2 F2 U F2 L2 B U L2 B' D2 L' U B' L F L' U2;2020-10-09 11:13;no;no;1602251810312;
3x3x3;00:25.745;U2 B L2 F D2 B' F2 D2 F2 U2 L' B D' L U F2 L B2 F;2020-10-09 11:12;no;no;1602251810312;
3x3x3;00:17.333;D U' B2 F2 U R2 U F' L' D F2 L' R B' L2 D L2 D R';2020-10-09 11:11;no;no;1602251810312;
3x3x3;00:18.431;L2 B2 R2 L D' F U B2 R2 F2 L' F R2 D2 L2 U2 L2 B2;2020-10-09 11:10;no;no;1602251810312;
3x3x3;00:17.053;L B2 U2 L2 R' D2 L' B2 L2 B D R2 B2 L2 F' D' F' R' B' L';2020-10-09 11:09;no;no;1602251810312;
3x3x3;00:15.973;F' U R' L' D' L' F' U2 R U F' B' U2 R2 F U2 L2 D2 R2 U2 B';2020-10-09 11:09;no;no;1602251810312;
3x3x3;00:20.273;F D2 F L2 B2 U2 L2 B R2 D L2 D U R2 F L B U' R' U2;2020-10-09 11:08;no;no;1602251810312;
3x3x3;00:18.464;F U' F2 L2 B' D2 R2 U' B2 R' F2 L U2 L' D2 R2 B2 R B2;2020-10-09 11:08;no;no;1602251810312;
3x3x3;00:14.825;L2 F' R' D B2 U B2 U' L' F R2 D' R2 F2 U2 R2 D' B2 U' R2;2020-10-09 11:07;no;no;1602251810312;
