"Category";"Time (MM:SS.SSS)";"Scrambler";"Date";"Penalty +2 (yes or no)";"DNF (yes or no)";"Section"
3x3x3;00:17.236;B' D2 U2 B L2 U2 B' D2 B' D2 R F2 R2 U F' L2 D' F R' U';2021-01-18 17:32;no;no;1611007867900;
3x3x3;00:13.305;F' D F' B R U' R D2 R2 F' D' R2 U' L2 U' R2 U R2 U B2;2021-01-18 17:30;no;no;1611007867900;
3x3x3;00:18.453;L2 B U2 B' U2 D2 L F' U' B2 D' R2 D R2 L2 B2 D2 F2 U2;2021-01-18 17:30;no;no;1611007867900;
3x3x3;00:17.650;U B' R L B' R2 D L2 F2 D L2 D2 B D2 F' R2 B2 R2 B' L2;2021-01-18 17:29;no;no;1611007867900;
3x3x3;00:21.381;B2 D' B2 U' R2 U2 B2 U R2 F' U' L' B R F L2 U F' D' F2;2021-01-18 17:29;no;no;1611007867900;
3x3x3;00:16.868;D B2 R2 U R2 F2 R2 U L B2 D B' F' R2 U' R' B2 L U2;2021-01-18 17:28;no;no;1611007867900;
3x3x3;00:18.587;R2 U' F2 U' F2 R2 U' L' B2 F U' R2 F D2 R B2 F D' U2;2021-01-18 17:28;no;no;1611007867900;
3x3x3;00:15.752;F U F U' R2 L F' L2 D F' U2 R2 D2 L' U2 D2 L U2;2021-01-18 17:27;no;no;1611007867900;
3x3x3;00:16.789;B' D2 B' F2 L2 U F' R2 U F' R' U' L' B' U' B';2021-01-18 17:27;no;no;1611007867900;
3x3x3;00:16.854;F B2 L' D L U F' D L F R D2 L2 B2 U2 D' B2 D F2 R2;2021-01-18 17:26;no;no;1611007867900;
3x3x3;00:17.140;F2 L2 D2 L B R' U2 D F2 U' B' D2 L' F2 R2 D2 R' U2 R;2021-01-18 17:25;no;no;1611007867900;
3x3x3;00:16.205;R2 F2 D2 B2 D2 L' U2 R2 B2 R B U' L2 F2 U L F2 D' U L';2021-01-18 17:24;no;no;1611007867900;
3x3x3;00:13.400;L B2 R' U' D B' D2 R' F U2 R2 U2 L' U2 B2 R D2 F2 D2 B2;2021-01-18 17:24;no;no;1611007867900;
3x3x3;00:15.068;D U2 B2 F2 L2 B2 D B2 L D2 U B2 R D' B2 U B F' L';2021-01-18 17:23;no;no;1611007867900;
3x3x3;00:13.234;D2 B L B2 U R2 D L' D2 L' B' R2 D L2 U2 L2 B2 U D2;2021-01-18 17:22;no;no;1611007867900;
3x3x3;00:20.874;D R2 U L2 F2 D2 F2 U2 R B D' R' D' B L' R F R2 D';2021-01-18 17:21;no;no;1611007867900;
3x3x3;00:17.454;B R2 D2 R2 D2 B2 D2 F' U2 F D B' L D2 U' B' F2 U B2 R';2021-01-18 17:21;no;no;1611007867900;
3x3x3;00:16.253;B2 R D2 L D2 U2 B2 R B2 L' F' L' U2 B L' U' R2 U2 B' U';2021-01-18 17:20;no;no;1611007867900;
3x3x3;00:19.346;R2 D' R' U L B U2 B R L F2 L B2 D2 B2 U2 R' F2 L';2021-01-18 17:19;no;no;1611007867900;
3x3x3;00:16.791;F2 R D2 F2 U2 R2 D2 R D2 R2 F L2 D R U B2 D U2 F D2;2021-01-18 17:19;no;no;1611007867900;
3x3x3;00:18.928;F2 L2 D R2 B2 U' B2 F2 D B' L' D2 L B' R' U2 R U2 B;2021-01-18 17:18;no;no;1611007867900;
3x3x3;00:17.565;F D2 F' U B L D' F2 L' B2 U' L2 D' F2 B2 D F2 U2 F2;2021-01-18 17:18;no;no;1611007867900;
3x3x3;00:12.835;R B2 L D2 R B2 L2 U2 F R' D2 U L R' F D2 U L';2021-01-18 17:16;no;no;1611007867900;
3x3x3;00:18.783;B2 L2 U D F U' D2 B L U' R F2 L2 F D2 F' R2 U2 B2;2021-01-18 17:15;no;no;1611007867900;
3x3x3;00:16.084;R2 D2 B2 U B2 D B' R' D2 L2 D' B2 U2 L' F' R2 F2 R2;2021-01-18 17:15;no;no;1611007867900;
3x3x3;00:14.339;L' D F' L F2 R B2 U2 R' L2 B L2 B2 D B2 D' F2 D;2021-01-18 17:14;no;no;1611007867900;
3x3x3;00:17.108;F' D' F' B L F2 R' U2 B R' F' D' F2 L2 U D R2 F2 U;2021-01-18 17:13;no;no;1611007867900;
3x3x3;00:15.445;L2 F2 L2 F2 U2 R2 D2 R2 D L' U R' B2 F' U B R' D2 R2 F2;2021-01-18 17:13;no;no;1611007867900;
3x3x3;00:18.469;B2 R2 F2 L' U2 L2 R2 B2 R' U' F' R2 D' B R2 U2 L' R' B2 D';2021-01-18 17:12;no;no;1611007867900;
3x3x3;00:16.989;U' R' B U' R' U F D' R B U L2 B U2 F' L2 F B2;2021-01-18 17:11;no;no;1611007867900;
3x3x3;00:16.260;L2 F' B U' R2 L' D2 F B' D B U F2 D R2 D L2 F2 U';2021-01-18 11:45;no;no;1610988301174;
3x3x3;00:18.895;R2 D2 F' U' D2 F U' R2 B2 U L' B2 L2 U' D2 R2 U F2 L2;2021-01-18 11:07;no;no;1610983141320;
3x3x3;00:15.669;R B R2 D R' D2 F U' F2 B2 U R D2 R' F2 D2 L' D2 R2;2021-01-18 10:56;no;no;1610983141320;
3x3x3;00:15.360;R' F2 R' D2 L R' D2 B2 L' B L' D B' F2 D2 L F D2 U' R;2021-01-18 10:47;no;no;1610983141320;
3x3x3;00:14.569;U2 F' R2 B' D2 L2 B R2 U B2 R' U2 F' R B R2 B' U2 F2;2021-01-18 10:43;no;no;1610983141320;
3x3x3;00:14.774;B' R2 D2 L2 B' D L D2 B U' L' U R2 F2 U2 R2 U D' R2 D';2021-01-18 10:40;no;no;1610983141320;
3x3x3;00:18.353;L2 B2 R2 D' B2 D' F2 D2 F2 U2 L D' F' R' U R B R' B' U';2021-01-18 10:40;no;no;1610983141320;
3x3x3;00:18.916;D R' B R B2 L D R2 U B2 L B R2 F L2 D2 L2 B' R2 F2;2021-01-18 10:39;no;no;1610983141320;
3x3x3;00:15.450;U2 R2 U2 L2 B2 D2 B2 F L' R F2 U F D2 B2 D' R2 F2;2021-01-18 10:39;no;no;1610983141320;
3x3x3;00:19.699;B2 L' D2 L D2 L' F2 D2 B' L U2 F R' B2 R D' U F R';2021-01-18 10:38;no;no;1610983141320;
3x3x3;00:13.984;U2 F2 U2 R2 U2 F U2 F2 R2 B R U L' D' U' B' D B F' D2;2021-01-18 10:37;no;no;1610983141320;
3x3x3;00:17.639;D B2 L2 U' B2 U2 L2 U B2 F2 L D2 L2 B L' B2 D R2 D' U2;2021-01-18 10:37;no;no;1610983141320;
3x3x3;00:15.688;F2 R D2 F2 B' R2 U L U' F' R2 F2 L2 U B2 U' R2 U' L2;2021-01-18 10:35;no;no;1610983141320;
3x3x3;00:16.307;R2 B2 D2 B' F D2 B' L' D2 U' B2 F' R U R' D' B U';2021-01-18 10:34;no;no;1610983141320;
3x3x3;00:17.985;F2 D2 B2 D2 R U2 B2 F2 R' U' L' R B2 U2 F' D2 L D' B F;2021-01-18 10:33;no;no;1610983141320;
3x3x3;00:16.805;F' L2 U2 B' L2 F2 D2 B L2 F2 U L D2 L R2 D' R2 B2 U L;2021-01-18 10:28;no;no;1610983141320;
3x3x3;00:15.154;L2 F2 U L2 F2 U2 L2 D L' B2 R' B' L2 R' B L B' U;2021-01-18 10:27;no;no;1610983141320;
3x3x3;00:21.173;F2 U2 F2 R2 F U2 L2 B' R B R' B2 R' B' D2 L2 D' R B';2021-01-18 10:21;no;no;1610983141320;
3x3x3;00:17.975;L' U2 B2 R' U2 F2 L' D2 R' F R2 B L2 B2 U' F D' R U R';2021-01-18 10:20;no;no;1610983141320;
3x3x3;00:16.577;R U' B2 U2 R' F2 L' D2 R D B R2 U' B2 D' R2 D B2 D2 B2;2021-01-18 10:19;no;no;1610983141320;
3x3x3;00:13.862;D2 U2 L2 F2 R B2 R D2 R2 F2 U2 F D2 L2 F2 D F U L' B';2021-01-18 10:19;no;no;1610983141320;
3x3x3;00:17.958;B' R2 F U2 R2 F U2 R2 B R' B U R2 D2 L' U' R D2 F';2021-01-17 23:56;no;no;1610943376780;
3x3x3;00:15.628;F U2 R2 U2 F U2 F' U2 L2 D' L' D2 F L' D' L2 D2 B2 L' D';2021-01-17 23:56;no;no;1610943376780;
3x3x3;00:15.040;U L2 U L2 R2 D2 F2 U' L2 D2 B D2 B' D' L' B U R' F' U';2021-01-17 23:52;no;no;1610943376780;
3x3x3;00:16.238;D2 R2 D2 R D2 U2 R' F2 R2 D' U' L U B F D' B U R' B;2021-01-17 23:52;no;no;1610943376780;
3x3x3;00:21.340;R2 B L2 D2 B' L2 B R2 F2 R' U' L' D2 U' L2 U F' D' L' F';2021-01-17 23:51;no;no;1610943376780;
3x3x3;00:18.878;D F2 D2 F2 U L2 F2 D R D' B U2 L2 B2 R D' L' R' D;2021-01-17 23:51;no;no;1610943376780;
3x3x3;00:19.250;F2 B' R D2 L' F2 B2 L U' L F R' B2 L' U2 R2 B2 D2;2021-01-17 23:50;no;no;1610943376780;
3x3x3;00:18.609;R2 F2 L2 R2 F' L2 U2 L2 U2 F2 L' F' U' B F2 D2 L B R2 D2;2021-01-17 23:49;no;no;1610943376780;
3x3x3;00:19.989;R2 F2 L' D2 R U2 R B2 L' U L' U' F' D U2 L2 B2 R B R2;2021-01-17 23:48;no;no;1610943376780;
3x3x3;00:18.038;B2 L2 B' U2 B' D2 B2 F' D2 R D' B F2 D' F' L2 U' B' R' F';2021-01-17 23:47;no;no;1610943376780;
3x3x3;00:16.139;D F2 U2 L2 F2 D' B2 U2 L' U2 R B F' R2 U' R2 D2 R U';2021-01-17 23:46;no;no;1610943376780;
3x3x3;00:20.843;R' L D' R L' B' R2 F' D' F2 R' F2 R2 F2 U2 F2 D' L2 B2;2021-01-17 23:46;no;no;1610943376780;
3x3x3;00:14.828;D F2 D2 U F2 R2 D B R2 U' F2 R F L2 R D2 R2 U' R;2021-01-17 23:43;no;no;1610943376780;
3x3x3;00:19.009;D R2 B2 U' F R D B L' F B U R2 U' B2 U' F2 L2 U' D;2021-01-17 23:42;no;no;1610943376780;
3x3x3;00:25.469;F2 D2 R L2 F L' F' R2 L' U L2 F2 B2 R D2 R2 B2 U2 L B2;2021-01-17 23:41;no;no;1610943376780;
3x3x3;00:16.329;U2 R' B2 D2 L2 R' D2 U2 B2 D' R2 B' U L B U B2 F2 R';2021-01-17 23:40;no;no;1610943376780;
3x3x3;00:16.593;D' L2 U' R F' R' B' D' L B U2 R' U2 D2 L' D2 L2 F2 U2 B2;2021-01-17 23:39;no;no;1610943376780;
3x3x3;00:17.584;D R2 L' B2 U D R L2 B U2 L2 U' L2 D B2 D2 F2 L2;2021-01-17 23:36;no;no;1610943376780;
3x3x3;00:14.914;R' U2 B R' D2 F' L U' F' U' L' U2 L2 D2 F D2 F R2 B2;2021-01-17 23:35;no;no;1610943376780;
3x3x3;00:18.369;D2 F2 L2 R' U2 F2 R B2 F2 D' L' D' U R D2 R' F' R' B2;2021-01-17 23:35;no;no;1610943376780;
3x3x3;00:19.670;B' L2 B' U' R U2 F U B' L B2 U' R2 U' B2 L2 U' L2 D;2021-01-17 23:34;no;no;1610943376780;
3x3x3;00:15.801;F2 L2 B2 R2 F2 D U2 B2 F2 R D2 L' F' D2 U' B2 R F2 D;2021-01-17 23:34;no;no;1610943376780;
3x3x3;00:19.630;B2 U2 F2 D L2 R2 B2 R' F2 L' B D L2 B' U' R U2 F U;2021-01-17 23:33;no;no;1610943376780;
3x3x3;00:21.751;D2 L2 F2 U2 F2 D' F2 R2 U2 R2 F L R' B2 F U B R D' R2;2021-01-17 23:31;no;no;1610943376780;
3x3x3;00:19.610;F2 R' D2 R2 B2 F2 R' B2 L2 D' L D' R' F' U' F D2 R' D2;2021-01-17 23:30;no;no;1610943376780;
3x3x3;00:19.787;D2 L2 R' F2 D2 R U2 L2 U2 B U2 L' U2 R' B R2 U L R' D';2021-01-17 23:29;no;no;1610943376780;
3x3x3;00:19.970;F2 L2 D2 U F2 R2 F2 L2 D L' F U2 R' D R2 F D' U L' R2;2021-01-17 23:27;no;no;1610943376780;
3x3x3;00:18.808;L2 U' R2 U L2 D L2 F' R2 U2 L2 F2 D' L U' R U2 F' R';2021-01-17 23:22;no;no;1610943376780;
3x3x3;00:19.833;L2 D2 F2 R2 D2 B2 L2 F2 R2 D B' D2 L R' B' R U R' U';2021-01-17 23:21;no;no;1610943376780;
3x3x3;00:16.661;F2 L' D' B' L F D R' F2 B' R' D2 R L2 F2 B2 U2 R U2 L';2021-01-17 23:21;no;no;1610943376780;
3x3x3;00:14.336;R2 D2 R2 U F2 R2 U2 L2 B' R' B' U' L' F' R2 U' B2 F2 R F;2021-01-17 23:20;no;no;1610943376780;
3x3x3;00:17.430;U2 R2 D2 R2 U2 B2 L2 R2 U2 F U F' D2 L R' D L2 B R' F';2021-01-17 23:19;no;no;1610943376780;
3x3x3;00:14.912;D' B R2 U2 B' L2 D L F' R U2 L2 U2 F2 R2 U2 F2 L2 D' R2;2021-01-17 23:18;no;no;1610943376780;
3x3x3;00:14.541;U F2 U F2 L2 F2 U' L2 D2 B L' B U F' D' F2 D F' R U';2021-01-17 23:18;no;no;1610943376780;
3x3x3;00:18.232;L2 U L2 R2 D B2 L2 D' R2 D2 R D2 B' L2 R' B' F2 U' R' U';2021-01-17 23:17;no;no;1610943376780;
3x3x3;00:16.854;F2 R U' L' F2 D' L2 U' B' L' B2 U' F2 U B2 D L2 U D2;2021-01-17 23:13;no;no;1610937984973;
3x3x3;00:19.126;R' U2 L' D2 L' R' B2 R' D2 U' L2 U L2 D F' L' R U R' U2;2021-01-17 23:12;no;no;1610937984973;
3x3x3;00:16.782;L' F2 U2 L2 U2 L' B2 L U' B R U L2 B2 D L' D2 U' R;2021-01-17 22:00;no;no;1610937984973;
3x3x3;00:23.164;D2 B2 L R D2 L D2 U2 L2 D R' U B' L D' B' R' D' R';2021-01-17 21:48;no;no;1610937984973;
3x3x3;00:16.798;B2 R' D B R2 L' U2 B2 U F' L2 U2 D2 B2 R' B2 R U2;2021-01-17 21:48;no;no;1610937984973;
3x3x3;00:17.696;D U' F2 R2 F2 D L2 U L' D2 L B L D' U L U' F L2;2021-01-17 21:47;no;no;1610937984973;
3x3x3;00:18.605;L' D R U2 L B' D L B2 L' F B U2 R2 B2 R2 F L2;2021-01-17 21:47;no;no;1610937984973;
3x3x3;00:18.610;B2 R2 F2 R2 F2 U2 R' U2 B2 L B R' D B2 D2 U R2 F L;2021-01-14 11:18;no;no;1610638171962;
3x3x3;00:20.058;F2 D2 F2 D L2 F2 L2 R2 F D L D2 R2 F' U B D2 R' U';2021-01-14 11:18;no;no;1610638171962;
3x3x3;00:20.769;B' F2 D2 F R2 F2 L2 U2 R2 B' R F' L2 R' B2 D' B2 U' L F2;2021-01-14 11:17;no;no;1610638171962;
3x3x3;00:16.971;F2 R B2 R' U2 L D2 B2 D2 U' L U2 L2 U R' D R' F U' R;2021-01-14 11:16;no;no;1610638171962;
3x3x3;00:16.028;D2 B2 R' F2 U2 R' U2 B2 L D' B' U2 B' L' R B' U2 R F R2;2021-01-14 11:16;no;no;1610638171962;
3x3x3;00:14.948;B2 R D2 L U2 L R2 F2 D2 U B F2 U2 L' U' F R' B2 R' U';2021-01-14 11:15;no;no;1610638171962;
3x3x3;00:20.454;B' D2 L2 R2 B' U2 F D B F' R' B L F2 R2 D F' U';2021-01-14 11:15;no;no;1610638171962;
3x3x3;00:19.095;R2 D' F2 U F2 R2 B2 D' L2 D' F U' L R2 U' L2 D F D B2;2021-01-14 11:14;no;no;1610638171962;
3x3x3;00:15.549;F' D2 R2 B' L2 D2 F' U2 L2 D2 F D L B U2 B' R D' B' U';2021-01-14 11:13;no;no;1610638171962;
3x3x3;00:18.342;D2 B' D2 F2 D2 B' R2 U2 F D' U2 L R2 F' D' L' D2 U R F';2021-01-14 11:12;no;no;1610638171962;
3x3x3;00:19.940;D2 B2 U2 B2 F2 R U2 L F' R D' L' F' U' R' D F U' R';2021-01-14 11:12;no;no;1610638171962;
3x3x3;00:18.391;R2 U2 R U R2 F2 L' U2 R F D F2 U' B2 U2 B2 R2 U' R2;2021-01-14 11:11;no;no;1610638171962;
3x3x3;00:16.792;B2 L2 U2 R' D2 B2 F2 R2 F2 U' F U2 B' R' B2 D R' U L D';2021-01-14 11:11;no;no;1610638171962;
3x3x3;00:17.745;B R2 B' F' L2 U2 B' F2 L D' L2 B' R B' L2 R B2 R' B2;2021-01-14 11:10;no;no;1610638171962;
3x3x3;00:19.252;R' U2 B2 D2 R' D2 R U2 R2 B2 D2 U' F' D' U R D2 F R2 F;2021-01-14 11:09;no;no;1610638171962;
3x3x3;00:16.055;D' B2 R2 D' B2 U2 L2 R2 U L2 F D L' R' F R' F' D';2021-01-14 11:09;no;no;1610638171962;
3x3x3;00:16.146;R2 D2 B' R2 F L2 F' R2 F' R2 U L2 U B U' R2 F' U' L F;2021-01-14 11:08;no;no;1610638171962;
3x3x3;00:15.533;L F L2 F2 L2 U R2 F R2 L' F R2 D2 R B2 U2 R2 B2 L;2021-01-14 11:07;no;no;1610638171962;
3x3x3;00:19.521;D2 R' U L' D B R2 D2 L U2 D B2 R2 U2 R2 U' L2 F2 R2 F2;2021-01-14 11:04;no;no;1610638171962;
3x3x3;00:15.404;D' F2 U F2 R2 B2 F2 D2 B2 U R D2 F R' B D2 B R2 B' D L;2021-01-14 11:04;no;no;1610638171962;
3x3x3;00:19.932;D2 F D' R2 U R' B D' R L2 U' B2 U2 R2 L2 B2 D' F2 R2 U';2021-01-14 11:03;no;no;1610638171962;
3x3x3;00:18.373;U D' F2 R2 L2 U' F' D' B' R D' R2 U2 B2 D2 B D2 F;2021-01-14 11:02;no;no;1610638171962;
3x3x3;00:18.492;D U2 F2 U B2 R2 F D F D2 L D B' R U2 L' F R2;2021-01-14 10:41;no;no;1610638171962;
3x3x3;00:14.874;R2 F2 L2 B2 U' L2 U B2 U' L' F2 D L R2 F' D2 B' D R D';2021-01-14 10:38;no;no;1610638171962;
3x3x3;00:20.852;F B' U F U2 R' F' R' B2 L2 U D2 F U2 F2 L2 B' L2 F;2021-01-14 10:38;no;no;1610638171962;
3x3x3;00:20.737;U F2 R' F' U2 R U' B' L F L' B2 U2 L B2 R D2 L2 U2;2021-01-14 10:37;no;no;1610638171962;
3x3x3;00:15.119;B2 D2 F' R2 B' D2 L2 B R2 F2 D' L U L2 B D2 L' U B D;2021-01-14 10:35;no;no;1610638171962;
3x3x3;00:14.604;L U2 L D2 R' D2 R' F2 L U' F U B' D R' B L' R D2;2021-01-14 10:34;no;no;1610638171962;
3x3x3;00:17.571;R2 L2 D2 R' D R2 B' U D L D B2 U2 B U2 D2 B' U2 D2;2021-01-14 10:34;no;no;1610638171962;
3x3x3;00:18.607;L2 D2 L B2 R' F2 L2 R' F2 D B D' F U F' R' U2 F2 R F;2021-01-14 10:33;no;no;1610638171962;
3x3x3;00:19.248;B2 R2 B' U2 B U2 B2 L2 R2 D2 U' F' R' B' L2 D L D2 R' F';2021-01-14 10:33;no;no;1610638171962;
3x3x3;00:13.434;D B2 R2 B' D' R2 F' L' U2 F' B' U' L2 F2 B2 D2 L2 U' L2;2021-01-14 10:32;no;no;1610638171962;
3x3x3;00:22.451;U L' F' D' F2 U' F U D' B' R B' U2 B2 D2 R2 F B2 R2;2021-01-14 10:31;no;no;1610638171962;
3x3x3;00:15.142;L B' L2 D B2 D2 F' U R' L2 F2 D2 R2 F2 U D2 B2 U L2 D;2021-01-14 10:30;no;no;1610638171962;
3x3x3;00:18.350;L2 U2 R2 D2 F U2 B2 R2 D2 L B' D L2 R2 F' D2 B2 D L2;2021-01-14 10:30;no;no;1610638171962;
3x3x3;00:15.581;F2 R2 D2 B' L F2 U' R2 B' D R' D2 R2 U' R2 L2 F2 U' R2;2020-10-13 10:53;no;no;1602597121514;
3x3x3;00:17.518;F2 B2 L2 B' D L2 D' R F2 B D2 B2 R2 D2 L U2 L B2 U2;2020-10-13 10:50;no;no;1602597121514;
3x3x3;00:16.780;B2 R' B2 U2 B2 U2 R' U2 R B' D' U2 B' U F' D' F2 R' U2 F2;2020-10-13 10:49;no;no;1602597121514;
3x3x3;00:17.662;D' R2 D B2 R2 B2 U F2 U2 F' L2 R' B F U' L2 B L' R U;2020-10-13 10:48;no;no;1602597121514;
3x3x3;00:17.935;U2 F2 R2 B2 F2 D2 L2 U' F2 U L' B L' B L' D' U' F D' L B';2020-10-13 10:48;no;no;1602597121514;
3x3x3;00:15.887;L2 U2 R2 U L2 B2 D2 R D' L2 F' L' R2 U B2 D R B' R2;2020-10-13 10:48;no;no;1602597121514;
3x3x3;00:17.906;F2 U L2 U F2 D2 B2 U F2 D U' L' F' U' B' L R2 B R D U';2020-10-13 10:47;no;no;1602597121514;
3x3x3;00:14.628;D' B2 L2 U2 R2 D L2 U' B' U' L D' F U' B' U F' D' L R;2020-10-13 10:47;no;no;1602597121514;
3x3x3;00:14.858;U2 R' F2 R B2 R U2 B L R2 D L2 B2 D U F2 U R';2020-10-13 10:45;no;no;1602597121514;
3x3x3;00:18.973;R2 F2 D2 B2 L' F2 U2 L' U F2 U R' D L B R2 D F L2;2020-10-13 10:44;no;no;1602597121514;
3x3x3;00:17.340;L2 D R2 D R2 U2 B2 F2 R2 U' F' D' F U2 L U' L2 B U;2020-10-13 10:43;no;no;1602597121514;
3x3x3;00:17.115;L' D F2 U2 L2 F2 R' F' D' R' L' F L2 F' U2 L2 B L2 B2 U2;2020-10-13 10:43;no;no;1602597121514;
3x3x3;00:15.130;R2 F2 R' F2 D2 U2 L D2 B2 R' U L2 D B' R' D2 R F' L' F2;2020-10-13 10:42;no;no;1602597121514;
3x3x3;00:15.449;R2 U2 B2 L2 U2 F D2 B' L D2 R2 U2 F R' B2 D' B L2;2020-10-13 10:42;no;no;1602597121514;
3x3x3;00:17.191;D2 F' B' D R2 U B2 U2 B' R' L D2 B2 L2 F2 U L2 U R2 B2;2020-10-13 10:41;no;no;1602597121514;
3x3x3;00:16.157;B2 D2 R L D L' B' D B U' D2 L' F2 B2 L' D2 R' B2 R2 F2;2020-10-13 10:41;no;no;1602597121514;
3x3x3;00:17.006;F D B2 R F B L U' R U' R B2 U' F2 D R2 U' R2 D2;2020-10-13 10:40;no;no;1602597121514;
3x3x3;00:18.419;L F D B2 R2 L' U' F L' B2 U R2 U R2 U' F2 L2 U2 D';2020-10-13 10:40;no;no;1602597121514;
3x3x3;00:14.655;F2 U2 R' F2 U2 F2 R2 B' R F U' L U' L2 F' R U2 B2;2020-10-13 10:39;no;no;1602597121514;
3x3x3;00:17.428;U2 B2 F2 R2 U L2 R2 B' U F U2 L' B D B' F2 U' L' U';2020-10-13 10:39;no;no;1602597121514;
3x3x3;00:11.219;L' D2 L U2 F2 L2 U2 R2 U' L2 U' F D2 B' L R' D' R2 U';2020-10-13 10:38;no;no;1602597121514;
3x3x3;00:18.105;F2 D' U2 L2 B2 D' U2 L2 F2 U' R' F' U L2 R' U F2 R' U2 R';2020-10-13 10:38;no;no;1602597121514;
3x3x3;00:17.084;R2 D2 U B2 D B2 R F2 D B2 F' U R D2 F U' F2 R2;2020-10-13 10:37;no;no;1602597121514;
3x3x3;00:17.578;U2 F2 R2 U R2 D2 L2 U F2 L2 B D2 F' U R' F' D2 U' B';2020-10-13 10:34;no;no;1602597121514;
3x3x3;00:16.615;B' L2 F' U2 L2 D2 F' U2 F' U' F R' B' D2 L2 D2 R B' U;2020-10-13 10:34;no;no;1602597121514;
3x3x3;00:16.420;D L2 U' L2 U L2 B' U' F L' D' B2 U F' D F2 R' F2;2020-10-13 10:33;no;no;1602597121514;
3x3x3;00:15.215;D B2 D2 U' L2 D' F2 U' R' D' B2 U2 R' U L R B D R' U;2020-10-13 10:32;no;no;1602597121514;
3x3x3;00:20.178;B L' D' B' R2 B R2 U B2 U2 F' L2 F2 U2 F' R2 U2 F L2;2020-10-13 10:31;no;no;1602597121514;
3x3x3;00:18.074;U F2 U2 F2 L2 U' F L2 U B D' U2 B2 U2 F D2 R' U;2020-10-13 10:31;no;no;1602597121514;
3x3x3;00:17.237;L2 F2 U D2 L U2 F2 U' B U L B2 U2 B L2 U2 D2 B2 R2;2020-10-13 10:30;no;no;1602597121514;
3x3x3;00:15.238;L' D' R2 U2 F2 B D L2 F' R' L2 D F2 D2 L2 D' R2 D L2;2020-10-13 10:30;no;no;1602597121514;
3x3x3;00:16.812;U2 L2 F' R2 B L2 B2 L2 B2 L' U2 B2 D' B F' L' D B' R';2020-10-13 10:29;no;no;1602597121514;
3x3x3;00:15.115;D2 R2 F2 D2 F D2 F' R2 D2 F R2 U' B2 D2 L' F' D' L F;2020-10-13 10:28;no;no;1602597121514;
3x3x3;00:20.376;U F2 L2 U2 B' R' D' F B L' B2 U' B2 U' D' R2 B2 D R2 U';2020-10-13 10:27;no;no;1602597121514;
3x3x3;00:15.122;D2 F2 R2 U' F2 D' F2 D B2 L2 D2 L' B' D' R' D U' F' U F2;2020-10-13 10:27;no;no;1602597121514;
3x3x3;00:19.126;U2 R2 F2 D F2 D F2 U R' F D' L2 F2 D2 F' L' R F L D;2020-10-13 10:26;no;no;1602597121514;
3x3x3;00:17.833;R L' F R' U' R' D2 B2 D F' U D2 F D2 F2 U2 B' L2;2020-10-13 10:25;no;no;1602597121514;
3x3x3;00:15.010;B L B2 L' D R L D2 B U R2 F2 B2 U2 D' R2 U L2 F2 R2;2020-10-13 10:25;no;no;1602597121514;
3x3x3;00:12.637;L U D L B D2 F' U F B U2 D2 L2 U L2 F2 U R2 D2;2020-10-13 10:21;no;no;1602597121514;
3x3x3;00:19.432;L2 B2 L' R2 D2 F2 L U2 B2 R D B' D2 R' B2 D B D2 U B2;2020-10-13 10:21;no;no;1602597121514;
3x3x3;00:14.982;F2 D2 B2 L2 R F2 L2 R U' R2 U R' B' L2 R2 U B U;2020-10-13 10:20;no;no;1602597121514;
3x3x3;00:16.715;F R2 U2 F2 D2 R2 F2 R' D U2 F2 D U2 B U' L' B' L;2020-10-13 10:20;no;no;1602597121514;
3x3x3;00:18.604;R B' L2 D' B L' F R2 B' U2 R' U F2 B2 D' F2 L2 D';2020-10-13 10:13;no;no;1602597121514;
3x3x3;00:17.233;L2 D B2 U L2 B2 D B' D2 R2 F2 L B D' R2 F' R' U';2020-10-13 10:13;no;no;1602597121514;
3x3x3;00:14.748;F2 U2 F2 R' D2 L R U2 R U R U2 B D' B F' R U;2020-10-13 10:12;no;no;1602597121514;
3x3x3;00:15.734;D2 L U2 R F2 U2 L U2 L B2 L2 B R' U2 B D L F D';2020-10-13 10:12;no;no;1602597121514;
3x3x3;00:16.224;L R F2 R' U2 R2 U2 B' L2 D' F2 U' R2 F2 L U' L F;2020-10-13 10:11;no;no;1602597121514;
3x3x3;00:17.128;B' R2 F' U2 B2 L2 R2 F' R2 D' L' D F2 U F' U2 F R' B' F';2020-10-13 10:10;no;no;1602597121514;
3x3x3;00:16.920;R2 F L' F2 B' R2 D' B' D' L' F2 R2 D F2 L2 U F2 B2;2020-10-13 10:07;no;no;1602597121514;
3x3x3;00:18.306;L2 U' L2 D R2 B2 D2 U B L2 D L' R F' U B L2 F' R;2020-10-13 10:07;no;no;1602597121514;
3x3x3;00:18.288;B R D2 B2 D F2 B U L' D F U' R2 D2 R2 L2 F2 U2 B2;2020-10-13 10:04;no;no;1602597121514;
3x3x3;00:14.753;U F R2 U' F' D2 F2 L' D R F2 R2 B U2 F' R2 U2 D2 R2 B;2020-10-13 10:04;no;no;1602597121514;
3x3x3;00:16.765;F2 D2 U' R2 F2 U2 B2 U L' R' U R F' D2 U R D F';2020-10-13 10:03;no;no;1602597121514;
3x3x3;00:15.342;R' U2 L' D2 B2 D2 F2 L R U' L' D R B2 U' B U L' U2;2020-10-13 10:03;no;no;1602597121514;
